Time,Potentiometer,Distance
07/27/2021_20:40:02.512,202.91,170.3
07/27/2021_20:40:02.551,202.91,170.3
07/27/2021_20:40:02.622,202.91,155.21
07/27/2021_20:40:02.733,202.91,170.34
07/27/2021_20:40:02.845,202.91,169.68
07/27/2021_20:40:02.958,202.91,170.38
07/27/2021_20:40:03.053,202.91,170.38
07/27/2021_20:40:03.069,202.91,170.72
07/27/2021_20:40:03.180,202.91,158.19
07/27/2021_20:40:03.291,202.91,171.22
07/27/2021_20:40:03.402,202.91,171.22
07/27/2021_20:40:03.513,202.91,170.4
07/27/2021_20:40:03.553,202.91,170.4
07/27/2021_20:40:03.624,202.91,170.82
07/27/2021_20:40:03.735,202.91,153.76
07/27/2021_20:40:03.846,202.91,170.79
07/27/2021_20:40:03.956,202.91,158.37
07/27/2021_20:40:04.054,201.82,158.37
07/27/2021_20:40:04.068,201.82,169.97
07/27/2021_20:40:04.179,201.82,169.91
07/27/2021_20:40:04.290,201.82,170.65
07/27/2021_20:40:04.401,201.82,171.24
07/27/2021_20:40:04.512,201.82,157.43
07/27/2021_20:40:04.555,200.73,157.43
07/27/2021_20:40:04.623,200.73,170.81
07/27/2021_20:40:04.734,200.73,170.35
07/27/2021_20:40:04.844,200.73,155.78
07/27/2021_20:40:04.956,200.73,171.52
07/27/2021_20:40:05.057,202.91,171.52
07/27/2021_20:40:05.068,202.91,170.82
07/27/2021_20:40:05.179,202.91,170.35
07/27/2021_20:40:05.290,202.91,170.81
07/27/2021_20:40:05.400,202.91,154.53
07/27/2021_20:40:05.512,202.91,171.23
07/27/2021_20:40:05.558,202.91,171.23
07/27/2021_20:40:05.622,202.91,156.21
07/27/2021_20:40:05.733,202.91,169.95
07/27/2021_20:40:05.844,202.91,169.91
07/27/2021_20:40:05.955,202.91,169.98
07/27/2021_20:40:06.065,202.91,169.98
07/27/2021_20:40:06.067,202.91,170.33
07/27/2021_20:40:06.177,202.91,158.06
07/27/2021_20:40:06.288,202.91,170.8
07/27/2021_20:40:06.400,202.91,171.23
07/27/2021_20:40:06.510,202.91,155.08
07/27/2021_20:40:06.566,202.91,155.08
07/27/2021_20:40:06.621,202.91,171.24
07/27/2021_20:40:06.733,202.91,170.37
07/27/2021_20:40:06.844,202.91,170.37
07/27/2021_20:40:06.955,202.91,172.11
07/27/2021_20:40:07.065,202.91,155.8
07/27/2021_20:40:07.067,202.91,155.8
07/27/2021_20:40:07.177,202.91,170.81
07/27/2021_20:40:07.287,202.91,157.37
07/27/2021_20:40:07.398,202.91,171.25
07/27/2021_20:40:07.510,202.91,172.11
07/27/2021_20:40:07.568,202.91,172.11
07/27/2021_20:40:07.626,202.91,136.52
07/27/2021_20:40:07.737,202.91,166.35
07/27/2021_20:40:07.849,202.91,171.3
07/27/2021_20:40:07.951,202.91,6.08
07/27/2021_20:40:08.052,202.91,6.34
07/27/2021_20:40:08.070,202.91,6.34
07/27/2021_20:40:08.154,202.91,3.56
07/27/2021_20:40:08.255,202.91,4.02
07/27/2021_20:40:08.377,202.91,170.77
07/27/2021_20:40:08.509,202.91,170.77
